filename,fold,target,category,clip_id,take,file_type,vibration_type
3-181132-A-14-vib-pitchmatch.wav,3,14,chirping_birds,181132,A,vibration,pitchmatch
5-213077-A-11-vib-pitchmatch.wav,5,11,sea_waves,213077,A,vibration,pitchmatch
4-182839-A-17-vib-pitchmatch.wav,4,17,pouring_water,182839,A,vibration,pitchmatch
2-83667-A-34-vib-hapticgen.wav,2,34,can_opening,83667,A,vibration,hapticgen
2-66637-B-20-vib-hapticgen.wav,2,20,crying_baby,66637,B,vibration,hapticgen
2-54961-A-23-vib-percept.wav,2,23,breathing,54961,A,vibration,percept
4-168868-A-17-vib-freqshift.wav,4,17,pouring_water,168868,A,vibration,freqshift
4-186693-A-17-vib-hapticgen.wav,4,17,pouring_water,186693,A,vibration,hapticgen
3-142604-A-24-vib-hapticgen.wav,3,24,coughing,142604,A,vibration,hapticgen
3-127890-C-9-vib-hapticgen.wav,3,9,crow,127890,C,vibration,hapticgen
4-99644-C-4-vib-percept.wav,4,4,frog,99644,C,vibration,percept
4-204777-C-39-vib-hapticgen.wav,4,39,glass_breaking,204777,C,vibration,hapticgen
2-106072-A-36-vib-hapticgen.wav,2,36,vacuum_cleaner,106072,A,vibration,hapticgen
3-146697-A-43-vib-percept.wav,3,43,car_horn,146697,A,vibration,percept
5-242492-A-3-vib-freqshift.wav,5,3,cow,242492,A,vibration,freqshift
1-196660-A-8-vib-percept.wav,1,8,sheep,196660,A,vibration,percept
2-117330-A-28-vib-hapticgen.wav,2,28,snoring,117330,A,vibration,hapticgen
1-39937-A-28-vib-pitchmatch.wav,1,28,snoring,39937,A,vibration,pitchmatch
4-132839-A-33-vib-hapticgen.wav,4,33,door_wood_creaks,132839,A,vibration,hapticgen
5-170338-A-41-vib-percept.wav,5,41,chainsaw,170338,A,vibration,percept
5-184323-A-42-vib-hapticgen.wav,5,42,siren,184323,A,vibration,hapticgen
5-215005-A-32-vib-pitchmatch.wav,5,32,keyboard_typing,215005,A,vibration,pitchmatch
3-70962-B-4-vib-freqshift.wav,3,4,frog,70962,B,vibration,freqshift
1-977-A-39-vib-hapticgen.wav,1,39,glass_breaking,977,A,vibration,hapticgen
5-214869-A-9-vib-hapticgen.wav,5,9,crow,214869,A,vibration,hapticgen
4-160036-B-33-vib-hapticgen.wav,4,33,door_wood_creaks,160036,B,vibration,hapticgen
1-48298-A-46-vib-hapticgen.wav,1,46,church_bells,48298,A,vibration,hapticgen
1-19501-A-7-vib-percept.wav,1,7,insects,19501,A,vibration,percept
3-112397-A-9-vib-hapticgen.wav,3,9,crow,112397,A,vibration,hapticgen
2-122616-A-14-vib-pitchmatch.wav,2,14,chirping_birds,122616,A,vibration,pitchmatch
2-94807-A-29-vib-percept.wav,2,29,drinking_sipping,94807,A,vibration,percept
2-70280-A-18-vib-pitchmatch.wav,2,18,toilet_flush,70280,A,vibration,pitchmatch
1-15689-A-4-vib-pitchmatch.wav,1,4,frog,15689,A,vibration,pitchmatch
4-167077-C-20-vib-freqshift.wav,4,20,crying_baby,167077,C,vibration,freqshift
3-152007-E-20-vib-pitchmatch.wav,3,20,crying_baby,152007,E,vibration,pitchmatch
1-53444-A-28-vib-pitchmatch.wav,1,28,snoring,53444,A,vibration,pitchmatch
1-155858-B-25-vib-percept.wav,1,25,footsteps,155858,B,vibration,percept
4-244318-A-6-vib-freqshift.wav,4,6,hen,244318,A,vibration,freqshift
4-161579-A-40-vib-pitchmatch.wav,4,40,helicopter,161579,A,vibration,pitchmatch
3-98869-A-46-vib-hapticgen.wav,3,46,church_bells,98869,A,vibration,hapticgen
3-103401-D-33-vib-percept.wav,3,33,door_wood_creaks,103401,D,vibration,percept
4-198360-C-49-vib-pitchmatch.wav,4,49,hand_saw,198360,C,vibration,pitchmatch
3-112557-A-23-vib-freqshift.wav,3,23,breathing,112557,A,vibration,freqshift
1-54065-B-45-vib-freqshift.wav,1,45,train,54065,B,vibration,freqshift
3-104632-A-12-vib-hapticgen.wav,3,12,crackling_fire,104632,A,vibration,hapticgen
2-108767-B-9-vib-freqshift.wav,2,9,crow,108767,B,vibration,freqshift
1-24796-A-47-vib-freqshift.wav,1,47,airplane,24796,A,vibration,freqshift
1-68628-A-27-vib-freqshift.wav,1,27,brushing_teeth,68628,A,vibration,freqshift
2-83934-A-5-vib-percept.wav,2,5,cat,83934,A,vibration,percept
1-46272-A-12-vib-hapticgen.wav,1,12,crackling_fire,46272,A,vibration,hapticgen
4-180337-A-28-vib-pitchmatch.wav,4,28,snoring,180337,A,vibration,pitchmatch
3-140199-D-8-vib-hapticgen.wav,3,8,sheep,140199,D,vibration,hapticgen
4-170247-A-12-vib-percept.wav,4,12,crackling_fire,170247,A,vibration,percept
2-122763-B-29-vib-percept.wav,2,29,drinking_sipping,122763,B,vibration,percept
3-152007-E-20-vib-percept.wav,3,20,crying_baby,152007,E,vibration,percept
1-23094-A-15-vib-percept.wav,1,15,water_drops,23094,A,vibration,percept
1-54084-A-42-vib-pitchmatch.wav,1,42,siren,54084,A,vibration,pitchmatch
5-233787-A-7-vib-pitchmatch.wav,5,7,insects,233787,A,vibration,pitchmatch
3-147965-A-12-vib-hapticgen.wav,3,12,crackling_fire,147965,A,vibration,hapticgen
5-200334-A-1-vib-percept.wav,5,1,rooster,200334,A,vibration,percept
4-161519-A-19-vib-freqshift.wav,4,19,thunderstorm,161519,A,vibration,freqshift
3-146965-A-5-vib-percept.wav,3,5,cat,146965,A,vibration,percept
5-263775-A-26-vib-freqshift.wav,5,26,laughing,263775,A,vibration,freqshift
3-149042-A-24-vib-pitchmatch.wav,3,24,coughing,149042,A,vibration,pitchmatch
5-243448-A-14-vib-percept.wav,5,14,chirping_birds,243448,A,vibration,percept
2-124662-A-11-vib-percept.wav,2,11,sea_waves,124662,A,vibration,percept
4-198360-C-49-vib-freqshift.wav,4,49,hand_saw,198360,C,vibration,freqshift
3-83527-A-4-vib-freqshift.wav,3,4,frog,83527,A,vibration,freqshift
5-103415-A-2-vib-pitchmatch.wav,5,2,pig,103415,A,vibration,pitchmatch
2-125875-A-13-vib-freqshift.wav,2,13,crickets,125875,A,vibration,freqshift
4-204121-A-39-vib-pitchmatch.wav,4,39,glass_breaking,204121,A,vibration,pitchmatch
1-36164-A-26-vib-percept.wav,1,26,laughing,36164,A,vibration,percept
2-100648-A-43-vib-pitchmatch.wav,2,43,car_horn,100648,A,vibration,pitchmatch
5-233160-A-1-vib-pitchmatch.wav,5,1,rooster,233160,A,vibration,pitchmatch
5-197121-B-45-vib-percept.wav,5,45,train,197121,B,vibration,percept
5-156026-C-4-vib-percept.wav,5,4,frog,156026,C,vibration,percept
4-133895-A-7-vib-hapticgen.wav,4,7,insects,133895,A,vibration,hapticgen
5-177614-A-5-vib-percept.wav,5,5,cat,177614,A,vibration,percept
5-213836-A-9-vib-pitchmatch.wav,5,9,crow,213836,A,vibration,pitchmatch
4-140034-A-46-vib-pitchmatch.wav,4,46,church_bells,140034,A,vibration,pitchmatch
1-54747-A-46-vib-percept.wav,1,46,church_bells,54747,A,vibration,percept
5-213836-B-9-vib-hapticgen.wav,5,9,crow,213836,B,vibration,hapticgen
2-43806-A-42-vib-freqshift.wav,2,42,siren,43806,A,vibration,freqshift
4-218304-A-25-vib-percept.wav,4,25,footsteps,218304,A,vibration,percept
1-85909-A-29-vib-freqshift.wav,1,29,drinking_sipping,85909,A,vibration,freqshift
2-37806-B-40-vib-freqshift.wav,2,40,helicopter,37806,B,vibration,freqshift
2-117616-A-48-vib-freqshift.wav,2,48,fireworks,117616,A,vibration,freqshift
3-130998-A-28-vib-freqshift.wav,3,28,snoring,130998,A,vibration,freqshift
4-187504-A-17-vib-freqshift.wav,4,17,pouring_water,187504,A,vibration,freqshift
1-19026-A-43-vib-percept.wav,1,43,car_horn,19026,A,vibration,percept
5-156999-A-19-vib-percept.wav,5,19,thunderstorm,156999,A,vibration,percept
5-263831-B-6-vib-percept.wav,5,6,hen,263831,B,vibration,percept
2-81270-A-1-vib-percept.wav,2,1,rooster,81270,A,vibration,percept
1-54065-B-45-vib-percept.wav,1,45,train,54065,B,vibration,percept
1-72195-B-37-vib-hapticgen.wav,1,37,clock_alarm,72195,B,vibration,hapticgen
2-104952-A-16-vib-percept.wav,2,16,wind,104952,A,vibration,percept
5-243025-A-25-vib-pitchmatch.wav,5,25,footsteps,243025,A,vibration,pitchmatch
1-39937-A-28-vib-percept.wav,1,28,snoring,39937,A,vibration,percept
5-253534-A-26-vib-percept.wav,5,26,laughing,253534,A,vibration,percept
3-171281-A-6-vib-percept.wav,3,6,hen,171281,A,vibration,percept
1-115545-A-48-vib-hapticgen.wav,1,48,fireworks,115545,A,vibration,hapticgen
2-155801-A-11-vib-freqshift.wav,2,11,sea_waves,155801,A,vibration,freqshift
3-118656-A-41-vib-hapticgen.wav,3,41,chainsaw,118656,A,vibration,hapticgen
2-80844-A-13-vib-hapticgen.wav,2,13,crickets,80844,A,vibration,hapticgen
3-129678-A-13-vib-freqshift.wav,3,13,crickets,129678,A,vibration,freqshift
4-191297-A-28-vib-pitchmatch.wav,4,28,snoring,191297,A,vibration,pitchmatch
5-219044-A-46-vib-hapticgen.wav,5,46,church_bells,219044,A,vibration,hapticgen
1-21935-A-38-vib-pitchmatch.wav,1,38,clock_tick,21935,A,vibration,pitchmatch
3-98771-A-18-vib-freqshift.wav,3,18,toilet_flush,98771,A,vibration,freqshift
1-56233-A-9-vib-freqshift.wav,1,9,crow,56233,A,vibration,freqshift
4-119648-A-48-vib-freqshift.wav,4,48,fireworks,119648,A,vibration,freqshift
5-217186-C-16-vib-percept.wav,5,16,wind,217186,C,vibration,percept
1-63679-A-24-vib-percept.wav,1,24,coughing,63679,A,vibration,percept
1-63871-A-10-vib-hapticgen.wav,1,10,rain,63871,A,vibration,hapticgen
2-87799-A-24-vib-pitchmatch.wav,2,24,coughing,87799,A,vibration,pitchmatch
2-108017-A-24-vib-percept.wav,2,24,coughing,108017,A,vibration,percept
4-188878-A-30-vib-percept.wav,4,30,door_wood_knock,188878,A,vibration,percept
2-89516-A-37-vib-freqshift.wav,2,37,clock_alarm,89516,A,vibration,freqshift
3-161500-A-17-vib-freqshift.wav,3,17,pouring_water,161500,A,vibration,freqshift
1-160563-A-48-vib-pitchmatch.wav,1,48,fireworks,160563,A,vibration,pitchmatch
1-21935-A-38-vib-freqshift.wav,1,38,clock_tick,21935,A,vibration,freqshift
3-164216-A-6-vib-hapticgen.wav,3,6,hen,164216,A,vibration,hapticgen
4-180453-A-17-vib-pitchmatch.wav,4,17,pouring_water,180453,A,vibration,pitchmatch
4-185575-A-20-vib-freqshift.wav,4,20,crying_baby,185575,A,vibration,freqshift
1-63871-A-10-vib-pitchmatch.wav,1,10,rain,63871,A,vibration,pitchmatch
3-152020-B-36-vib-hapticgen.wav,3,36,vacuum_cleaner,152020,B,vibration,hapticgen
3-146873-A-24-vib-hapticgen.wav,3,24,coughing,146873,A,vibration,hapticgen
4-184575-A-0-vib-freqshift.wav,4,0,dog,184575,A,vibration,freqshift
4-186693-A-17-vib-pitchmatch.wav,4,17,pouring_water,186693,A,vibration,pitchmatch
3-132852-A-10-vib-hapticgen.wav,3,10,rain,132852,A,vibration,hapticgen
5-257839-A-14-vib-hapticgen.wav,5,14,chirping_birds,257839,A,vibration,hapticgen
1-81851-A-31-vib-freqshift.wav,1,31,mouse_click,81851,A,vibration,freqshift
1-16568-A-3-vib-hapticgen.wav,1,3,cow,16568,A,vibration,hapticgen
4-208021-A-1-vib-freqshift.wav,4,1,rooster,208021,A,vibration,freqshift
3-151081-A-20-vib-pitchmatch.wav,3,20,crying_baby,151081,A,vibration,pitchmatch
4-186935-A-44-vib-pitchmatch.wav,4,44,engine,186935,A,vibration,pitchmatch
2-96654-A-47-vib-percept.wav,2,47,airplane,96654,A,vibration,percept
4-160999-A-10-vib-pitchmatch.wav,4,10,rain,160999,A,vibration,pitchmatch
5-214362-A-17-vib-pitchmatch.wav,5,17,pouring_water,214362,A,vibration,pitchmatch
5-194899-D-3-vib-pitchmatch.wav,5,3,cow,194899,D,vibration,pitchmatch
1-118206-A-31-vib-freqshift.wav,1,31,mouse_click,118206,A,vibration,freqshift
3-102583-B-49-vib-percept.wav,3,49,hand_saw,102583,B,vibration,percept
4-198841-A-37-vib-percept.wav,4,37,clock_alarm,198841,A,vibration,percept
2-135860-A-49-vib-percept.wav,2,49,hand_saw,135860,A,vibration,percept
4-141365-A-18-vib-freqshift.wav,4,18,toilet_flush,141365,A,vibration,freqshift
3-95694-A-5-vib-hapticgen.wav,3,5,cat,95694,A,vibration,hapticgen
1-56233-A-9-vib-percept.wav,1,9,crow,56233,A,vibration,percept
5-219242-A-37-vib-hapticgen.wav,5,37,clock_alarm,219242,A,vibration,hapticgen
5-240671-A-44-vib-freqshift.wav,5,44,engine,240671,A,vibration,freqshift
2-18766-B-12-vib-pitchmatch.wav,2,12,crackling_fire,18766,B,vibration,pitchmatch
3-152007-D-20-vib-freqshift.wav,3,20,crying_baby,152007,D,vibration,freqshift
4-157611-A-41-vib-freqshift.wav,4,41,chainsaw,157611,A,vibration,freqshift
4-172500-A-27-vib-percept.wav,4,27,brushing_teeth,172500,A,vibration,percept
5-208030-A-0-vib-pitchmatch.wav,5,0,dog,208030,A,vibration,pitchmatch
5-195557-A-19-vib-percept.wav,5,19,thunderstorm,195557,A,vibration,percept
4-198962-A-25-vib-hapticgen.wav,4,25,footsteps,198962,A,vibration,hapticgen
3-119120-C-48-vib-pitchmatch.wav,3,48,fireworks,119120,C,vibration,pitchmatch
5-194930-B-1-vib-hapticgen.wav,5,1,rooster,194930,B,vibration,hapticgen
4-191327-A-38-vib-percept.wav,4,38,clock_tick,191327,A,vibration,percept
5-253085-A-3-vib-pitchmatch.wav,5,3,cow,253085,A,vibration,pitchmatch
1-81851-A-31-vib-percept.wav,1,31,mouse_click,81851,A,vibration,percept
4-218199-H-35-vib-hapticgen.wav,4,35,washing_machine,218199,H,vibration,hapticgen
5-173568-A-33-vib-pitchmatch.wav,5,33,door_wood_creaks,173568,A,vibration,pitchmatch
3-152039-A-3-vib-hapticgen.wav,3,3,cow,152039,A,vibration,hapticgen
3-95694-A-5-vib-pitchmatch.wav,3,5,cat,95694,A,vibration,pitchmatch
5-194930-B-1-vib-percept.wav,5,1,rooster,194930,B,vibration,percept
4-172500-A-27-vib-pitchmatch.wav,4,27,brushing_teeth,172500,A,vibration,pitchmatch
5-222041-A-9-vib-pitchmatch.wav,5,9,crow,222041,A,vibration,pitchmatch
2-59565-A-46-vib-hapticgen.wav,2,46,church_bells,59565,A,vibration,hapticgen
2-43802-A-42-vib-percept.wav,2,42,siren,43802,A,vibration,percept
1-29561-A-10-vib-pitchmatch.wav,1,10,rain,29561,A,vibration,pitchmatch
1-26176-A-43-vib-pitchmatch.wav,1,43,car_horn,26176,A,vibration,pitchmatch
5-234923-A-32-vib-percept.wav,5,32,keyboard_typing,234923,A,vibration,percept
2-158746-D-2-vib-percept.wav,2,2,pig,158746,D,vibration,percept
2-70936-A-42-vib-freqshift.wav,2,42,siren,70936,A,vibration,freqshift
5-177957-E-40-vib-freqshift.wav,5,40,helicopter,177957,E,vibration,freqshift
1-81001-A-30-vib-pitchmatch.wav,1,30,door_wood_knock,81001,A,vibration,pitchmatch
4-188191-C-29-vib-hapticgen.wav,4,29,drinking_sipping,188191,C,vibration,hapticgen
3-94355-A-33-vib-freqshift.wav,3,33,door_wood_creaks,94355,A,vibration,freqshift
3-148932-A-34-vib-percept.wav,3,34,can_opening,148932,A,vibration,percept
1-5996-A-6-vib-freqshift.wav,1,6,hen,5996,A,vibration,freqshift
2-72268-A-6-vib-percept.wav,2,6,hen,72268,A,vibration,percept
3-115387-C-47-vib-pitchmatch.wav,3,47,airplane,115387,C,vibration,pitchmatch
5-234247-A-37-vib-pitchmatch.wav,5,37,clock_alarm,234247,A,vibration,pitchmatch
1-254507-A-43-vib-percept.wav,1,43,car_horn,254507,A,vibration,percept
2-120218-B-30-vib-freqshift.wav,2,30,door_wood_knock,120218,B,vibration,freqshift
2-18766-B-12-vib-hapticgen.wav,2,12,crackling_fire,18766,B,vibration,hapticgen
5-171653-A-41-vib-pitchmatch.wav,5,41,chainsaw,171653,A,vibration,pitchmatch
5-214362-A-17-vib-hapticgen.wav,5,17,pouring_water,214362,A,vibration,hapticgen
5-215658-B-12-vib-hapticgen.wav,5,12,crackling_fire,215658,B,vibration,hapticgen
3-154378-A-30-vib-pitchmatch.wav,3,30,door_wood_knock,154378,A,vibration,pitchmatch
1-51436-A-17-vib-percept.wav,1,17,pouring_water,51436,A,vibration,percept
3-185456-A-29-vib-pitchmatch.wav,3,29,drinking_sipping,185456,A,vibration,pitchmatch
3-185313-A-31-vib-hapticgen.wav,3,31,mouse_click,185313,A,vibration,hapticgen
3-87936-B-46-vib-pitchmatch.wav,3,46,church_bells,87936,B,vibration,pitchmatch
4-234644-A-2-vib-pitchmatch.wav,4,2,pig,234644,A,vibration,pitchmatch
5-195557-A-19-vib-pitchmatch.wav,5,19,thunderstorm,195557,A,vibration,pitchmatch
5-234923-A-32-vib-pitchmatch.wav,5,32,keyboard_typing,234923,A,vibration,pitchmatch
5-243459-B-14-vib-pitchmatch.wav,5,14,chirping_birds,243459,B,vibration,pitchmatch
4-167077-C-20-vib-percept.wav,4,20,crying_baby,167077,C,vibration,percept
1-51805-H-33-vib-pitchmatch.wav,1,33,door_wood_creaks,51805,H,vibration,pitchmatch
3-132747-A-26-vib-hapticgen.wav,3,26,laughing,132747,A,vibration,hapticgen
3-150363-A-38-vib-freqshift.wav,3,38,clock_tick,150363,A,vibration,freqshift
5-231762-A-0-vib-percept.wav,5,0,dog,231762,A,vibration,percept
3-87936-B-46-vib-hapticgen.wav,3,46,church_bells,87936,B,vibration,hapticgen
4-140034-A-46-vib-percept.wav,4,46,church_bells,140034,A,vibration,percept
4-188033-A-38-vib-pitchmatch.wav,4,38,clock_tick,188033,A,vibration,pitchmatch
1-45641-A-27-vib-pitchmatch.wav,1,27,brushing_teeth,45641,A,vibration,pitchmatch
5-217158-A-0-vib-hapticgen.wav,5,0,dog,217158,A,vibration,hapticgen
5-235874-A-28-vib-percept.wav,5,28,snoring,235874,A,vibration,percept
2-37806-A-40-vib-percept.wav,2,40,helicopter,37806,A,vibration,percept
3-197435-A-22-vib-freqshift.wav,3,22,clapping,197435,A,vibration,freqshift
5-216216-A-13-vib-pitchmatch.wav,5,13,crickets,216216,A,vibration,pitchmatch
3-146964-A-5-vib-percept.wav,3,5,cat,146964,A,vibration,percept
5-221567-A-22-vib-pitchmatch.wav,5,22,clapping,221567,A,vibration,pitchmatch
1-172649-A-40-vib-percept.wav,1,40,helicopter,172649,A,vibration,percept
1-196660-A-8-vib-pitchmatch.wav,1,8,sheep,196660,A,vibration,pitchmatch
1-27166-A-35-vib-hapticgen.wav,1,35,washing_machine,27166,A,vibration,hapticgen
3-144510-A-30-vib-percept.wav,3,30,door_wood_knock,144510,A,vibration,percept
2-94807-A-29-vib-pitchmatch.wav,2,29,drinking_sipping,94807,A,vibration,pitchmatch
2-50668-A-41-vib-hapticgen.wav,2,41,chainsaw,50668,A,vibration,hapticgen
4-213193-A-29-vib-pitchmatch.wav,4,29,drinking_sipping,213193,A,vibration,pitchmatch
4-168155-A-15-vib-percept.wav,4,15,water_drops,168155,A,vibration,percept
1-30709-C-23-vib-hapticgen.wav,1,23,breathing,30709,C,vibration,hapticgen
4-204777-C-39-vib-percept.wav,4,39,glass_breaking,204777,C,vibration,percept
3-243726-A-43-vib-pitchmatch.wav,3,43,car_horn,243726,A,vibration,pitchmatch
3-118656-A-41-vib-percept.wav,3,41,chainsaw,118656,A,vibration,percept
2-141584-A-38-vib-hapticgen.wav,2,38,clock_tick,141584,A,vibration,hapticgen
3-155570-A-32-vib-hapticgen.wav,3,32,keyboard_typing,155570,A,vibration,hapticgen
4-125072-A-19-vib-pitchmatch.wav,4,19,thunderstorm,125072,A,vibration,pitchmatch
2-182508-B-8-vib-hapticgen.wav,2,8,sheep,182508,B,vibration,hapticgen
4-232495-A-6-vib-pitchmatch.wav,4,6,hen,232495,A,vibration,pitchmatch
2-108767-C-9-vib-freqshift.wav,2,9,crow,108767,C,vibration,freqshift
3-144120-A-32-vib-hapticgen.wav,3,32,keyboard_typing,144120,A,vibration,hapticgen
5-200329-B-8-vib-percept.wav,5,8,sheep,200329,B,vibration,percept
5-197988-A-46-vib-percept.wav,5,46,church_bells,197988,A,vibration,percept
1-79220-A-17-vib-pitchmatch.wav,1,17,pouring_water,79220,A,vibration,pitchmatch
4-244318-A-6-vib-pitchmatch.wav,4,6,hen,244318,A,vibration,pitchmatch
2-82274-B-5-vib-hapticgen.wav,2,5,cat,82274,B,vibration,hapticgen
5-208624-A-38-vib-pitchmatch.wav,5,38,clock_tick,208624,A,vibration,pitchmatch
1-26176-A-43-vib-freqshift.wav,1,43,car_horn,26176,A,vibration,freqshift
5-198411-B-20-vib-freqshift.wav,5,20,crying_baby,198411,B,vibration,freqshift
1-54747-A-46-vib-hapticgen.wav,1,46,church_bells,54747,A,vibration,hapticgen
5-157204-A-16-vib-hapticgen.wav,5,16,wind,157204,A,vibration,hapticgen
5-250258-A-49-vib-pitchmatch.wav,5,49,hand_saw,250258,A,vibration,pitchmatch
5-199284-A-45-vib-freqshift.wav,5,45,train,199284,A,vibration,freqshift
5-188796-A-45-vib-pitchmatch.wav,5,45,train,188796,A,vibration,pitchmatch
2-59241-A-35-vib-freqshift.wav,2,35,washing_machine,59241,A,vibration,freqshift
4-185575-C-20-vib-hapticgen.wav,4,20,crying_baby,185575,C,vibration,hapticgen
1-54752-A-18-vib-pitchmatch.wav,1,18,toilet_flush,54752,A,vibration,pitchmatch
1-24524-B-19-vib-hapticgen.wav,1,19,thunderstorm,24524,B,vibration,hapticgen
5-245040-A-35-vib-freqshift.wav,5,35,washing_machine,245040,A,vibration,freqshift
5-177957-D-40-vib-percept.wav,5,40,helicopter,177957,D,vibration,percept
4-149294-A-41-vib-hapticgen.wav,4,41,chainsaw,149294,A,vibration,hapticgen
2-102568-A-35-vib-percept.wav,2,35,washing_machine,102568,A,vibration,percept
1-68628-A-27-vib-percept.wav,1,27,brushing_teeth,68628,A,vibration,percept
1-69422-A-3-vib-pitchmatch.wav,1,3,cow,69422,A,vibration,pitchmatch
2-165801-A-48-vib-freqshift.wav,2,48,fireworks,165801,A,vibration,freqshift
3-171937-A-34-vib-hapticgen.wav,3,34,can_opening,171937,A,vibration,hapticgen
5-205090-A-32-vib-freqshift.wav,5,32,keyboard_typing,205090,A,vibration,freqshift
4-167077-B-20-vib-pitchmatch.wav,4,20,crying_baby,167077,B,vibration,pitchmatch
4-159426-A-9-vib-hapticgen.wav,4,9,crow,159426,A,vibration,hapticgen
2-54962-A-23-vib-hapticgen.wav,2,23,breathing,54962,A,vibration,hapticgen
2-132157-B-11-vib-percept.wav,2,11,sea_waves,132157,B,vibration,percept
1-100210-A-36-vib-pitchmatch.wav,1,36,vacuum_cleaner,100210,A,vibration,pitchmatch
1-95563-A-31-vib-hapticgen.wav,1,31,mouse_click,95563,A,vibration,hapticgen
5-200461-A-11-vib-hapticgen.wav,5,11,sea_waves,200461,A,vibration,hapticgen
4-161303-A-5-vib-percept.wav,4,5,cat,161303,A,vibration,percept
2-182508-A-8-vib-pitchmatch.wav,2,8,sheep,182508,A,vibration,pitchmatch
2-57733-A-22-vib-freqshift.wav,2,22,clapping,57733,A,vibration,freqshift
2-81970-B-7-vib-pitchmatch.wav,2,7,insects,81970,B,vibration,pitchmatch
1-31251-B-6-vib-hapticgen.wav,1,6,hen,31251,B,vibration,hapticgen
1-18810-A-49-vib-freqshift.wav,1,49,hand_saw,18810,A,vibration,freqshift
2-182508-A-8-vib-hapticgen.wav,2,8,sheep,182508,A,vibration,hapticgen
3-151269-A-35-vib-percept.wav,3,35,washing_machine,151269,A,vibration,percept
2-78651-A-44-vib-pitchmatch.wav,2,44,engine,78651,A,vibration,pitchmatch
5-156026-B-4-vib-freqshift.wav,5,4,frog,156026,B,vibration,freqshift
3-155568-A-32-vib-pitchmatch.wav,3,32,keyboard_typing,155568,A,vibration,pitchmatch
5-207836-B-29-vib-freqshift.wav,5,29,drinking_sipping,207836,B,vibration,freqshift
3-153444-A-32-vib-pitchmatch.wav,3,32,keyboard_typing,153444,A,vibration,pitchmatch
3-120526-A-37-vib-freqshift.wav,3,37,clock_alarm,120526,A,vibration,freqshift
1-19872-B-36-vib-hapticgen.wav,1,36,vacuum_cleaner,19872,B,vibration,hapticgen
1-56270-A-29-vib-freqshift.wav,1,29,drinking_sipping,56270,A,vibration,freqshift
5-103418-A-2-vib-pitchmatch.wav,5,2,pig,103418,A,vibration,pitchmatch
5-213077-A-11-vib-percept.wav,5,11,sea_waves,213077,A,vibration,percept
1-101404-A-34-vib-freqshift.wav,1,34,can_opening,101404,A,vibration,freqshift
3-142604-A-24-vib-pitchmatch.wav,3,24,coughing,142604,A,vibration,pitchmatch
2-37806-B-40-vib-pitchmatch.wav,2,40,helicopter,37806,B,vibration,pitchmatch
5-117120-A-42-vib-freqshift.wav,5,42,siren,117120,A,vibration,freqshift
2-158746-B-2-vib-freqshift.wav,2,2,pig,158746,B,vibration,freqshift
1-17585-A-7-vib-freqshift.wav,1,7,insects,17585,A,vibration,freqshift
2-117617-A-48-vib-percept.wav,2,48,fireworks,117617,A,vibration,percept
5-211197-A-24-vib-freqshift.wav,5,24,coughing,211197,A,vibration,freqshift
5-243459-A-14-vib-hapticgen.wav,5,14,chirping_birds,243459,A,vibration,hapticgen
3-62878-A-42-vib-hapticgen.wav,3,42,siren,62878,A,vibration,hapticgen
5-233787-A-7-vib-percept.wav,5,7,insects,233787,A,vibration,percept
5-210571-A-38-vib-percept.wav,5,38,clock_tick,210571,A,vibration,percept
1-39901-A-11-vib-freqshift.wav,1,11,sea_waves,39901,A,vibration,freqshift
1-43382-A-1-vib-percept.wav,1,1,rooster,43382,A,vibration,percept
4-212604-A-15-vib-percept.wav,4,15,water_drops,212604,A,vibration,percept
3-142005-A-10-vib-freqshift.wav,3,10,rain,142005,A,vibration,freqshift
3-148932-A-34-vib-hapticgen.wav,3,34,can_opening,148932,A,vibration,hapticgen
5-213836-A-9-vib-percept.wav,5,9,crow,213836,A,vibration,percept
1-56380-B-5-vib-percept.wav,1,5,cat,56380,B,vibration,percept
2-173559-A-39-vib-hapticgen.wav,2,39,glass_breaking,173559,A,vibration,hapticgen
1-17367-A-10-vib-pitchmatch.wav,1,10,rain,17367,A,vibration,pitchmatch
4-180337-A-28-vib-freqshift.wav,4,28,snoring,180337,A,vibration,freqshift
1-105224-A-22-vib-freqshift.wav,1,22,clapping,105224,A,vibration,freqshift
1-19118-A-24-vib-percept.wav,1,24,coughing,19118,A,vibration,percept
5-245040-A-35-vib-pitchmatch.wav,5,35,washing_machine,245040,A,vibration,pitchmatch
4-250864-A-8-vib-percept.wav,4,8,sheep,250864,A,vibration,percept
3-117504-A-16-vib-percept.wav,3,16,wind,117504,A,vibration,percept
2-125966-A-11-vib-hapticgen.wav,2,11,sea_waves,125966,A,vibration,hapticgen
2-78799-A-47-vib-freqshift.wav,2,47,airplane,78799,A,vibration,freqshift
1-50623-A-15-vib-hapticgen.wav,1,15,water_drops,50623,A,vibration,hapticgen
3-187710-A-11-vib-freqshift.wav,3,11,sea_waves,187710,A,vibration,freqshift
1-43807-D-47-vib-percept.wav,1,47,airplane,43807,D,vibration,percept
5-103421-A-2-vib-hapticgen.wav,5,2,pig,103421,A,vibration,hapticgen
5-207681-A-24-vib-percept.wav,5,24,coughing,207681,A,vibration,percept
2-139749-A-15-vib-pitchmatch.wav,2,15,water_drops,139749,A,vibration,pitchmatch
